 Produto interno bruto per capita - 2010 a 2013, referência 2010 - Brasil
PIB per capita por Município
Período:2010
"Município";"PIB_per_capita"
"315720 SANTA BARBARA";9147,44
"315725 SANTA BARBARA DO LESTE";4866,85
"315727 SANTA BARBARA DO MONTE VERDE";7763,30
"315730 SANTA BARBARA DO TUGURIO";6156,29
"315733 SANTA CRUZ DE MINAS";5503,96
"315737 SANTA CRUZ DE SALINAS";5150,11
"315740 SANTA CRUZ DO ESCALVADO";5828,38
"315750 SANTA EFIGENIA DE MINAS";5992,66
"315760 SANTA FE DE MINAS";5626,05
"315765 SANTA HELENA DE MINAS";3901,06
"315770 SANTA JULIANA";22388,55
"315780 SANTA LUZIA";10967,86
"315790 SANTA MARGARIDA";10255,53
"315800 SANTA MARIA DE ITABIRA";9625,36
"315810 SANTA MARIA DO SALTO";4518,27
"315820 SANTA MARIA DO SUACUI";4867,30
"315830 SANTANA DA VARGEM";12276,51
"315840 SANTANA DE CATAGUASES";5704,20
"315850 SANTANA DE PIRAPAMA";7229,11
"315860 SANTANA DO DESERTO";5286,08
"315870 SANTANA DO GARAMBEU";6435,73
"315880 SANTANA DO JACARE";8416,66
"315890 SANTANA DO MANHUACU";5817,75
"315895 SANTANA DO PARAISO";10121,34
"315900 SANTANA DO RIACHO";7479,75
"315910 SANTANA DOS MONTES";5687,35
"315920 SANTA RITA DE CALDAS";9666,31
"315930 SANTA RITA DE JACUTINGA";7078,21
"315935 SANTA RITA DE MINAS";8468,92
"315940 SANTA RITA DE IBITIPOCA";6654,84
"315950 SANTA RITA DO ITUETO";7182,03
"315960 SANTA RITA DO SAPUCAI";24691,40
"315970 SANTA ROSA DA SERRA";8607,98
"315980 SANTA VITORIA";17198,92
"315990 SANTO ANTONIO DO AMPARO";6047,08
"316000 SANTO ANTONIO DO AVENTUREIRO";7694,72
"316010 SANTO ANTONIO DO GRAMA";6391,88
"316020 SANTO ANTONIO DO ITAMBE";4714,71
"316030 SANTO ANTONIO DO JACINTO";4174,68
"316040 SANTO ANTONIO DO MONTE";9964,50
"316045 SANTO ANTONIO DO RETIRO";3923,52
"316050 SANTO ANTONIO DO RIO ABAIXO";6753,53
"316060 SANTO HIPOLITO";10538,22
"316070 SANTOS DUMONT";11148,53
"316080 SAO BENTO ABADE";7635,29
"316090 SAO BRAS DO SUACUI";11799,43
"316095 SAO DOMINGOS DAS DORES";5448,91
"316100 SAO DOMINGOS DO PRATA";7023,85
"316105 SAO FELIX DE MINAS";7061,17
"316110 SAO FRANCISCO";4617,51
"316120 SAO FRANCISCO DE PAULA";7786,52
"316130 SAO FRANCISCO DE SALES";14598,89
"316140 SAO FRANCISCO DO GLORIA";5924,11
"316150 SAO GERALDO";8908,51
"316160 SAO GERALDO DA PIEDADE";5017,95
"316165 SAO GERALDO DO BAIXIO";5635,47
"316170 SAO GONCALO DO ABAETE";19124,56
"316180 SAO GONCALO DO PARA";9810,83
"316190 SAO GONCALO DO RIO ABAIXO";199845,25
"316200 SAO GONCALO DO SAPUCAI";14350,85
"316210 SAO GOTARDO";10815,86
"316220 SAO JOAO BATISTA DO GLORIA";45444,08
"316225 SAO JOAO DA LAGOA";5533,41
"316230 SAO JOAO DA MATA";7943,92
"316240 SAO JOAO DA PONTE";4042,13
"316245 SAO JOAO DAS MISSOES";3253,54
"316250 SAO JOAO DEL REI";12159,47
"316255 SAO JOAO DO MANHUACU";8380,04
"316257 SAO JOAO DO MANTENINHA";5485,89
"316260 SAO JOAO DO ORIENTE";5219,50
"316265 SAO JOAO DO PACUI";4603,43
"316270 SAO JOAO DO PARAISO";4923,61
"316280 SAO JOAO EVANGELISTA";5491,75
"316290 SAO JOAO NEPOMUCENO";9090,90
"316292 SAO JOAQUIM DE BICAS";15098,56
"316294 SAO JOSE DA BARRA";47106,38
"316295 SAO JOSE DA LAPA";18074,66
"316300 SAO JOSE DA SAFIRA";5722,41
"316310 SAO JOSE DA VARGINHA";12765,13
"316320 SAO JOSE DO ALEGRE";6139,87
"316330 SAO JOSE DO DIVINO";5642,95
"316340 SAO JOSE DO GOIABAL";5149,59
"316350 SAO JOSE DO JACURI";5082,34
"316360 SAO JOSE DO MANTIMENTO";6668,41
"316370 SAO LOURENCO";12497,80
"316380 SAO MIGUEL DO ANTA";6140,12
"316390 SAO PEDRO DA UNIAO";10494,90
"316400 SAO PEDRO DOS FERROS";7978,93
"316410 SAO PEDRO DO SUACUI";5373,43
"316420 SAO ROMAO";4892,74
"316430 SAO ROQUE DE MINAS";12532,12
"316440 SAO SEBASTIAO DA BELA VISTA";11398,42
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";13569,69
"316447 SAO SEBASTIAO DO ANTA";5342,99
"316450 SAO SEBASTIAO DO MARANHAO";3742,21
"316460 SAO SEBASTIAO DO OESTE";28942,91
"316470 SAO SEBASTIAO DO PARAISO";16351,03
"316480 SAO SEBASTIAO DO RIO PRETO";7469,72
"316490 SAO SEBASTIAO DO RIO VERDE";7754,49
"316500 SAO TIAGO";6901,45
"316510 SAO TOMAS DE AQUINO";11617,57
"316520 SAO THOME DAS LETRAS";8201,71
"316530 SAO VICENTE DE MINAS";9608,47
"316540 SAPUCAI-MIRIM";11024,27
"316550 SARDOA";6123,13
"316553 SARZEDO";15365,75
"316555 SETUBINHA";3714,18
"316556 SEM-PEIXE";5204,44
"316557 SENADOR AMARAL";6575,16
"316560 SENADOR CORTES";6318,21
"316570 SENADOR FIRMINO";5949,19
"316580 SENADOR JOSE BENTO";8592,60
"316590 SENADOR MODESTINO GONCALVES";5613,81
"316600 SENHORA DE OLIVEIRA";5415,48
"316610 SENHORA DO PORTO";5335,45
"316620 SENHORA DOS REMEDIOS";4527,93
"316630 SERICITA";4864,45
"316640 SERITINGA";8836,53
"316650 SERRA AZUL DE MINAS";4368,45
"316660 SERRA DA SAUDADE";12809,61
"316670 SERRA DOS AIMORES";8768,25
"316680 SERRA DO SALITRE";15451,24
"316690 SERRANIA";11395,20
"316695 SERRANOPOLIS DE MINAS";4094,16
"316700 SERRANOS";7528,03
"316710 SERRO";5769,56
"316720 SETE LAGOAS";27219,11
"316730 SILVEIRANIA";6061,08
"316740 SILVIANOPOLIS";9809,95
"316750 SIMAO PEREIRA";12163,46
"316760 SIMONESIA";5453,00
"316770 SOBRALIA";5033,65
"316780 SOLEDADE DE MINAS";5383,88
"316790 TABULEIRO";6163,80
"316800 TAIOBEIRAS";6597,99
"316805 TAPARUBA";5724,41
"316810 TAPIRA";61029,57
"316820 TAPIRAI";11995,48
"316830 TAQUARACU DE MINAS";8579,07
"316840 TARUMIRIM";5146,96
"316850 TEIXEIRAS";6062,77
"316860 TEOFILO OTONI";10866,09
"316870 TIMOTEO";25318,03
"316880 TIRADENTES";13042,93
"316890 TIROS";12355,96
"316900 TOCANTINS";9339,04
"316905 TOCOS DO MOJI";7078,97
"316910 TOLEDO";5047,73
"316920 TOMBOS";6519,61
"316930 TRES CORACOES";20694,88
"316935 TRES MARIAS";36571,76
"316940 TRES PONTAS";12261,47
"316950 TUMIRITINGA";4870,29
"316960 TUPACIGUARA";11610,14
"316970 TURMALINA";7670,87
"316980 TURVOLANDIA";10118,97
"316990 UBA";20095,29
"317000 UBAI";4062,35
"317005 UBAPORANGA";4975,56
"317010 UBERABA";24686,59
"317020 UBERLANDIA";31589,87
"317030 UMBURATIBA";6431,88
"317040 UNAI";17056,07
"317043 UNIAO DE MINAS";16739,88
"317047 URUANA DE MINAS";8037,23
"317050 URUCANIA";9610,36
"317052 URUCUIA";4469,64
"317057 VARGEM ALEGRE";5339,53
"317060 VARGEM BONITA";10759,22
"317065 VARGEM GRANDE DO RIO PARDO";4513,72
"317070 VARGINHA";26269,29
"317075 VARJAO DE MINAS";14172,33
"317080 VARZEA DA PALMA";15498,86
"317090 VARZELANDIA";4149,41
"317100 VAZANTE";17225,34
"317103 VERDELANDIA";5834,98
"317107 VEREDINHA";7216,21
"317110 VERISSIMO";20127,46
"317115 VERMELHO NOVO";5271,60
"317120 VESPASIANO";14925,64
"317130 VICOSA";11045,14
"317140 VIEIRAS";7074,89
"317150 MATHIAS LOBATO";5438,69
"317160 VIRGEM DA LAPA";4192,10
"317170 VIRGINIA";7608,01
"317180 VIRGINOPOLIS";6283,77
"317190 VIRGOLANDIA";4880,64
"317200 VISCONDE DO RIO BRANCO";16591,51
"317210 VOLTA GRANDE";20483,74
"317220 WENCESLAU BRAZ";6065,81
"320010 AFONSO CLAUDIO";7846,41
"320013 AGUIA BRANCA";9843,95
"320016 AGUA DOCE DO NORTE";7362,93
"320020 ALEGRE";8631,96
"320030 ALFREDO CHAVES";10889,24
"320035 ALTO RIO NOVO";6896,74
"320040 ANCHIETA";185795,37
"320050 APIACA";6524,62
"320060 ARACRUZ";52187,66
"320070 ATILIO VIVACQUA";13757,85
"320080 BAIXO GUANDU";11855,16
"320090 BARRA DE SAO FRANCISCO";11530,30
"320100 BOA ESPERANCA";10304,73
"320110 BOM JESUS DO NORTE";8145,24
"320115 BREJETUBA";9156,29
"320120 CACHOEIRO DE ITAPEMIRIM";16003,07
"320130 CARIACICA";15085,00
"320140 CASTELO";13083,95
"320150 COLATINA";16956,05
"320160 CONCEICAO DA BARRA";11515,50
"320170 CONCEICAO DO CASTELO";9827,85
"320180 DIVINO DE SAO LOURENCO";7196,80
"320190 DOMINGOS MARTINS";11258,12
"320200 DORES DO RIO PRETO";8412,53
"320210 ECOPORANGA";10973,62
"320220 FUNDAO";22301,88
"320225 GOVERNADOR LINDENBERG";8907,95
"320230 GUACUI";9259,19
"320240 GUARAPARI";11546,74
"320245 IBATIBA";7524,88
"320250 IBIRACU";23024,18
"320255 IBITIRAMA";7344,75
"320260 ICONHA";15296,47
"320265 IRUPI";7990,62
"320270 ITAGUACU";9158,62
"320280 ITAPEMIRIM";43422,37
"320290 ITARANA";10711,47
"320300 IUNA";7848,17
"320305 JAGUARE";17258,24
"320310 JERONIMO MONTEIRO";8048,21
"320313 JOAO NEIVA";13839,66
"320316 LARANJA DA TERRA";7336,14
"320320 LINHARES";23068,31
"320330 MANTENOPOLIS";6638,35
"320332 MARATAIZES";21869,22
"320334 MARECHAL FLORIANO";13541,61
"320335 MARILANDIA";13610,33
"320340 MIMOSO DO SUL";9537,36
"320350 MONTANHA";13114,16
"320360 MUCURICI";11361,01
"320370 MUNIZ FREIRE";7914,58
"320380 MUQUI";7102,19
"320390 NOVA VENECIA";12024,55
"320400 PANCAS";6270,19
"320405 PEDRO CANARIO";9835,71
"320410 PINHEIROS";13054,12
"320420 PIUMA";14602,43
"320425 PONTO BELO";8445,94
"320430 PRESIDENTE KENNEDY";298981,97
"320435 RIO BANANAL";10168,43
"320440 RIO NOVO DO SUL";9754,48
"320450 SANTA LEOPOLDINA";8819,55
"320455 SANTA MARIA DE JETIBA";15211,26
"320460 SANTA TERESA";11502,85
"320465 SAO DOMINGOS DO NORTE";11884,81
"320470 SAO GABRIEL DA PALHA";10371,76
"320480 SAO JOSE DO CALCADO";7722,04
"320490 SAO MATEUS";11600,26
"320495 SAO ROQUE DO CANAA";10085,41
"320500 SERRA";31600,83
"320501 SOORETAMA";12955,48
"320503 VARGEM ALTA";12133,20
"320506 VENDA NOVA DO IMIGRANTE";15699,74
"320510 VIANA";13803,10
"320515 VILA PAVAO";11812,03
"320517 VILA VALERIO";10874,02
"320520 VILA VELHA";19347,59
"320530 VITORIA";65604,33
"330010 ANGRA DOS REIS";33547,82
"330015 APERIBE";9286,58
"330020 ARARUAMA";12427,95
"330022 AREAL";26311,03
"330023 ARMACAO DOS BUZIOS";68019,14
"330025 ARRAIAL DO CABO";14481,67
"330030 BARRA DO PIRAI";15599,64
"330040 BARRA MANSA";19522,37
"330045 BELFORD ROXO";9502,85
"330050 BOM JARDIM";16049,96
"330060 BOM JESUS DO ITABAPOANA";12058,70
"330070 CABO FRIO";50034,92
"330080 CACHOEIRAS DE MACACU";16320,49
"330090 CAMBUCI";11390,04
"330093 CARAPEBUS";45295,40
"330095 COMENDADOR LEVY GASPARIAN";25562,38
"330100 CAMPOS DOS GOYTACAZES";83427,71
"330110 CANTAGALO";36811,58
"330115 CARDOSO MOREIRA";9374,96
"330120 CARMO";15347,70
"330130 CASIMIRO DE ABREU";58829,16
"330140 CONCEICAO DE MACABU";8495,08
"330150 CORDEIRO";10494,56
"330160 DUAS BARRAS";9824,89
"330170 DUQUE DE CAXIAS";27440,53
"330180 ENGENHEIRO PAULO DE FRONTIN";12810,48
"330185 GUAPIMIRIM";12107,91
"330187 IGUABA GRANDE";9483,01
"330190 ITABORAI";11188,58
"330200 ITAGUAI";42690,45
"330205 ITALVA";11736,81
"330210 ITAOCARA";11332,00
"330220 ITAPERUNA";15107,63
"330225 ITATIAIA";50270,31
"330227 JAPERI";7289,67
"330230 LAJE DO MURIAE";10473,36
"330240 MACAE";65832,75
"330245 MACUCO";17982,98
"330250 MAGE";10436,75
"330260 MANGARATIBA";48943,01
"330270 MARICA";14737,83
"330280 MENDES";9623,30
"330285 MESQUITA";8674,57
"330290 MIGUEL PEREIRA";14687,26
"330300 MIRACEMA";9347,61
"330310 NATIVIDADE";10193,98
"330320 NILOPOLIS";10943,94
"330330 NITEROI";25726,22
"330340 NOVA FRIBURGO";16065,93
"330350 NOVA IGUACU";12858,71
"330360 PARACAMBI";9631,98
"330370 PARAIBA DO SUL";14086,45
"330380 PARATY";21682,41
"330385 PATY DO ALFERES";10915,33
"330390 PETROPOLIS";24442,12
"330395 PINHEIRAL";9138,48
"330400 PIRAI";40078,16
"330410 PORCIUNCULA";10263,19
"330411 PORTO REAL";312257,33
"330412 QUATIS";21136,47
"330414 QUEIMADOS";14800,81
"330415 QUISSAMA";187342,40
"330420 RESENDE";48147,06
"330430 RIO BONITO";21091,66
"330440 RIO CLARO";11995,10
"330450 RIO DAS FLORES";34182,68
"330452 RIO DAS OSTRAS";84800,08
"330455 RIO DE JANEIRO";32877,91
"330460 SANTA MARIA MADALENA";13243,56
"330470 SANTO ANTONIO DE PADUA";14430,14
"330475 SAO FRANCISCO DE ITABAPOANA";11625,80
"330480 SAO FIDELIS";10556,64
"330490 SAO GONCALO";10460,71
"330500 SAO JOAO DA BARRA";186252,64
"330510 SAO JOAO DE MERITI";10998,56
"330513 SAO JOSE DE UBA";10172,23
"330515 SAO JOSE DO VALE DO RIO PRETO";29558,67
"330520 SAO PEDRO DA ALDEIA";10626,17
"330530 SAO SEBASTIAO DO ALTO";15269,43
"330540 SAPUCAIA";25307,84
"330550 SAQUAREMA";19777,50
"330555 SEROPEDICA";11703,13
"330560 SILVA JARDIM";10615,16
"330570 SUMIDOURO";13985,96
"330575 TANGUA";11109,26
"330580 TERESOPOLIS";17792,18
"330590 TRAJANO DE MORAES";8744,09
"330600 TRES RIOS";23857,26
"330610 VALENCA";14298,35
"330615 VARRE-SAI";8736,42
"330620 VASSOURAS";14375,00
"330630 VOLTA REDONDA";37517,98
"350010 ADAMANTINA";18139,65
"350020 ADOLFO";16785,09
"350030 AGUAI";17234,90
"350040 AGUAS DA PRATA";17602,50
"350050 AGUAS DE LINDOIA";13796,33
"350055 AGUAS DE SANTA BARBARA";23581,30
"350060 AGUAS DE SAO PEDRO";25788,47
"350070 AGUDOS";50775,06
"350075 ALAMBARI";12374,25
"350080 ALFREDO MARCONDES";10446,18
"350090 ALTAIR";19517,39
"350100 ALTINOPOLIS";16028,57
"350110 ALTO ALEGRE";14216,65
"350115 ALUMINIO";94472,19
"350120 ALVARES FLORENCE";23449,22
"350130 ALVARES MACHADO";10232,04
"350140 ALVARO DE CARVALHO";6439,55
"350150 ALVINLANDIA";10346,44
"350160 AMERICANA";33686,94
"350170 AMERICO BRASILIENSE";13036,61
"350180 AMERICO DE CAMPOS";9889,41
"350190 AMPARO";37191,31
"350200 ANALANDIA";23676,91
"350210 ANDRADINA";24804,64
"350220 ANGATUBA";24632,74
"350230 ANHEMBI";16388,39
"350240 ANHUMAS";10811,05
"350250 APARECIDA";14095,11
"350260 APARECIDA D'OESTE";11109,86
"350270 APIAI";16888,58
"350275 ARACARIGUAMA";61531,47
"350280 ARACATUBA";21542,55
"350290 ARACOIABA DA SERRA";11785,85
"350300 ARAMINA";15237,82
"350310 ARANDU";11197,17
"350315 ARAPEI";9092,14
"350320 ARARAQUARA";26006,21
"350330 ARARAS";27274,29
"350335 ARCO-IRIS";14890,72
"350340 AREALVA";15754,62
"350350 AREIAS";6212,38
"350360 AREIOPOLIS";6521,64
"350370 ARIRANHA";57837,68
"350380 ARTUR NOGUEIRA";12693,63
"350390 ARUJA";26251,15
"350395 ASPASIA";8238,49
"350400 ASSIS";20846,77
"350410 ATIBAIA";28502,84
"350420 AURIFLAMA";11777,67
"350430 AVAI";23179,57
"350440 AVANHANDAVA";13023,46
"350450 AVARE";14369,68
"350460 BADY BASSITT";15668,16
"350470 BALBINOS";4470,44
"350480 BALSAMO";13226,79
"350490 BANANAL";11695,13
"350500 BARAO DE ANTONINA";11411,30
"350510 BARBOSA";9546,72
"350520 BARIRI";19829,15
"350530 BARRA BONITA";24039,78
"350535 BARRA DO CHAPEU";4912,10
"350540 BARRA DO TURVO";6778,26
"350550 BARRETOS";22010,70
"350560 BARRINHA";8838,26
"350570 BARUERI";132528,48
"350580 BASTOS";22883,19
"350590 BATATAIS";17619,88
"350600 BAURU";23025,31
"350610 BEBEDOURO";20234,66
"350620 BENTO DE ABREU";39274,11
"350630 BERNARDINO DE CAMPOS";10432,26
"350635 BERTIOGA";23212,59
"350640 BILAC";13489,28
"350650 BIRIGUI";16353,00
"350660 BIRITIBA-MIRIM";11289,64
"350670 BOA ESPERANCA DO SUL";8651,54
"350680 BOCAINA";20063,87
"350690 BOFETE";12173,62
"350700 BOITUVA";35976,73
"350710 BOM JESUS DOS PERDOES";12283,38
"350715 BOM SUCESSO DE ITARARE";9849,64
"350720 BORA";75468,70
"350730 BORACEIA";23532,27
"350740 BORBOREMA";14325,00
"350745 BOREBI";16209,79
"350750 BOTUCATU";23328,32
"350760 BRAGANCA PAULISTA";21519,88
"350770 BRAUNA";10386,76
"350775 BREJO ALEGRE";51646,54
"350780 BRODOWSKI";12953,14
"350790 BROTAS";18399,54
"350800 BURI";11505,44
"350810 BURITAMA";17074,97
"350820 BURITIZAL";29408,94
"350830 CABRALIA PAULISTA";22355,26
"350840 CABREUVA";35007,89
"350850 CACAPAVA";31383,36
"350860 CACHOEIRA PAULISTA";10417,31
"350870 CACONDE";8380,27
"350880 CAFELANDIA";15303,87
"350890 CAIABU";13048,19
"350900 CAIEIRAS";24612,39
"350910 CAIUA";11019,64
"350920 CAJAMAR";94028,73
"350925 CAJATI";29315,17
"350930 CAJOBI";9435,81
"350940 CAJURU";12991,23
"350945 CAMPINA DO MONTE ALEGRE";14388,02
"350950 CAMPINAS";33872,72
"350960 CAMPO LIMPO PAULISTA";16137,17
"350970 CAMPOS DO JORDAO";14123,49
"350980 CAMPOS NOVOS PAULISTA";17737,86
"350990 CANANEIA";35189,25
"350995 CANAS";12057,61
"351000 CANDIDO MOTA";15415,76
"351010 CANDIDO RODRIGUES";18856,80
"351015 CANITAR";21543,84
"351020 CAPAO BONITO";10433,01
"351030 CAPELA DO ALTO";8555,16
"351040 CAPIVARI";22550,24
"351050 CARAGUATATUBA";15376,47
"351060 CARAPICUIBA";8226,62
"351070 CARDOSO";9942,86
"351080 CASA BRANCA";15574,93
"351090 CASSIA DOS COQUEIROS";22403,24
"351100 CASTILHO";18921,58
"351110 CATANDUVA";21163,82
"351120 CATIGUA";12052,40
"351130 CEDRAL";16472,30
"351140 CERQUEIRA CESAR";15981,21
"351150 CERQUILHO";29755,27
"351160 CESARIO LANGE";13526,26
"351170 CHARQUEADA";17551,88
"351190 CLEMENTINA";25051,01
"351200 COLINA";29904,47
"351210 COLOMBIA";37275,28
"351220 CONCHAL";13528,27
"351230 CONCHAS";12713,37
"351240 CORDEIROPOLIS";85441,97
"351250 COROADOS";15764,05
"351260 CORONEL MACEDO";7602,00
"351270 CORUMBATAI";25449,81
"351280 COSMOPOLIS";15290,10
"351290 COSMORAMA";27001,33
"351300 COTIA";34875,66
"351310 CRAVINHOS";20019,97
"351320 CRISTAIS PAULISTA";15974,29
"351330 CRUZALIA";17109,44
"351340 CRUZEIRO";18910,24
"351350 CUBATAO";73733,93
"351360 CUNHA";5099,34
"351370 DESCALVADO";23890,95
"351380 DIADEMA";28317,68
"351385 DIRCE REIS";14381,28
"351390 DIVINOLANDIA";10185,46
"351400 DOBRADA";7230,28
"351410 DOIS CORREGOS";16223,99
"351420 DOLCINOPOLIS";10824,57
"351430 DOURADO";14584,31
"351440 DRACENA";15391,12
"351450 DUARTINA";9965,72
"351460 DUMONT";12757,37
"351470 ECHAPORA";12322,50
"351480 ELDORADO";12814,81
"351490 ELIAS FAUSTO";27527,54
"351492 ELISIARIO";13067,58
"351495 EMBAUBA";13392,88
"351500 EMBU DAS ARTES";20389,48
"351510 EMBU-GUACU";10017,82
"351512 EMILIANOPOLIS";12080,06
"351515 ENGENHEIRO COELHO";18331,30
"351518 ESPIRITO SANTO DO PINHAL";20807,51
"351519 ESPIRITO SANTO DO TURVO";17999,48
"351520 ESTRELA D'OESTE";32408,05
"351530 ESTRELA DO NORTE";13289,25
"351535 EUCLIDES DA CUNHA PAULISTA";5728,24
"351540 FARTURA";10596,96
"351550 FERNANDOPOLIS";16309,42
"351560 FERNANDO PRESTES";15247,45
"351565 FERNAO";14866,92
"351570 FERRAZ DE VASCONCELOS";12778,21
"351580 FLORA RICA";12182,90
"351590 FLOREAL";13447,82
"351600 FLORIDA PAULISTA";10920,17
"351610 FLORINIA";28069,88
"351620 FRANCA";15838,49
"351630 FRANCISCO MORATO";5539,03
"351640 FRANCO DA ROCHA";12142,86
"351650 GABRIEL MONTEIRO";13102,64
"351660 GALIA";11206,49
"351670 GARCA";16234,03
"351680 GASTAO VIDIGAL";9070,01
"351685 GAVIAO PEIXOTO";14328,73
"351690 GENERAL SALGADO";16145,69
"351700 GETULINA";13533,28
"351710 GLICERIO";12790,62
"351720 GUAICARA";11927,92
"351730 GUAIMBE";10041,96
"351740 GUAIRA";28428,16
"351750 GUAPIACU";13362,86
"351760 GUAPIARA";10657,14
"351770 GUARA";14148,28
"351780 GUARACAI";14664,97
"351790 GUARACI";19037,56
"351800 GUARANI D'OESTE";8957,70
"351810 GUARANTA";16063,30
"351820 GUARARAPES";19143,73
"351830 GUARAREMA";43970,17
"351840 GUARATINGUETA";25669,58
"351850 GUAREI";9995,35
"351860 GUARIBA";17748,64
"351870 GUARUJA";15437,77
"351880 GUARULHOS";30102,86
"351885 GUATAPARA";19526,17
"351890 GUZOLANDIA";9132,18
"351900 HERCULANDIA";13498,96
"351905 HOLAMBRA";36475,85
"351907 HORTOLANDIA";46337,19
"351910 IACANGA";23495,26
"351920 IACRI";14156,02
"351925 IARAS";11994,63
"351930 IBATE";14036,45
"351940 IBIRA";10570,79
"351950 IBIRAREMA";20558,36
"351960 IBITINGA";14756,21
"351970 IBIUNA";11064,25
"351980 ICEM";15402,84
"351990 IEPE";14421,75
"352000 IGARACU DO TIETE";7796,19
"352010 IGARAPAVA";21938,14
"352020 IGARATA";11073,60
"352030 IGUAPE";8905,69
"352040 ILHABELA";13345,22
"352042 ILHA COMPRIDA";9818,59
"352044 ILHA SOLTEIRA";12774,11
"352050 INDAIATUBA";37775,43
"352060 INDIANA";8185,39
"352070 INDIAPORA";12200,89
"352080 INUBIA PAULISTA";21208,23
"352090 IPAUSSU";17175,23
"352100 IPERO";11236,53
"352110 IPEUNA";32823,78
"352115 IPIGUA";11008,53
"352120 IPORANGA";5474,89
"352130 IPUA";14848,32
"352140 IRACEMAPOLIS";19584,59
"352150 IRAPUA";9796,11
"352160 IRAPURU";8441,94
"352170 ITABERA";11469,39
"352180 ITAI";13108,55
"352190 ITAJOBI";16536,22
"352200 ITAJU";14313,34
"352210 ITANHAEM";9716,07
"352215 ITAOCA";5843,68
"352220 ITAPECERICA DA SERRA";18688,70
"352230 ITAPETININGA";17385,93
"352240 ITAPEVA";13107,65
"352250 ITAPEVI";28468,58
"352260 ITAPIRA";27829,93
"352265 ITAPIRAPUA PAULISTA";5062,40
"352270 ITAPOLIS";22960,07
"352280 ITAPORANGA";7868,04
"352290 ITAPUI";28198,93
"352300 ITAPURA";12871,76
"352310 ITAQUAQUECETUBA";10258,26
"352320 ITARARE";10185,91
"352330 ITARIRI";7204,93
"352340 ITATIBA";33329,15
"352350 ITATINGA";9973,08
"352360 ITIRAPINA";22918,92
"352370 ITIRAPUA";7486,71
"352380 ITOBI";7124,58
"352390 ITU";28632,71
"352400 ITUPEVA";51985,52
"352410 ITUVERAVA";15858,74
"352420 JABORANDI";15435,13
"352430 JABOTICABAL";22005,92
"352440 JACAREI";31454,43
"352450 JACI";40923,97
"352460 JACUPIRANGA";15892,94
"352470 JAGUARIUNA";107694,34
"352480 JALES";15365,68
"352490 JAMBEIRO";37576,47
"352500 JANDIRA";20077,91
"352510 JARDINOPOLIS";13871,60
"352520 JARINU";24052,67
"352530 JAU";17943,38
"352540 JERIQUARA";14081,07
"352550 JOANOPOLIS";8519,65
"352560 JOAO RAMALHO";20507,05
"352570 JOSE BONIFACIO";20936,23
"352580 JULIO MESQUITA";6807,52
"352585 JUMIRIM";15136,91
"352590 JUNDIAI";64430,33
"352600 JUNQUEIROPOLIS";18343,32
"352610 JUQUIA";11059,71
"352620 JUQUITIBA";10566,15
"352630 LAGOINHA";8252,99
"352640 LARANJAL PAULISTA";22176,33
"352650 LAVINIA";11054,41
"352660 LAVRINHAS";11865,88
"352670 LEME";17919,81
"352680 LENCOIS PAULISTA";25919,29
"352690 LIMEIRA";26923,07
"352700 LINDOIA";10330,00
"352710 LINS";32375,37
"352720 LORENA";16193,98
"352725 LOURDES";13309,07
"352730 LOUVEIRA";200186,83
"352740 LUCELIA";13292,20
"352750 LUCIANOPOLIS";10404,46
"352760 LUIS ANTONIO";69831,45
"352770 LUIZIANIA";7836,46
"352780 LUPERCIO";8467,14
"352790 LUTECIA";16165,03
"352800 MACATUBA";21517,15
"352810 MACAUBAL";12692,95
"352820 MACEDONIA";14186,06
"352830 MAGDA";14994,59
"352840 MAIRINQUE";27037,13
"352850 MAIRIPORA";14021,34
"352860 MANDURI";7965,82
"352870 MARABA PAULISTA";19293,40
"352880 MARACAI";23860,39
"352885 MARAPOAMA";26941,50
"352890 MARIAPOLIS";10734,32
"352900 MARILIA";20303,30
"352910 MARINOPOLIS";9618,47
"352920 MARTINOPOLIS";10583,51
"352930 MATAO";27693,69
"352940 MAUA";22745,46
"352950 MENDONCA";24954,16
"352960 MERIDIANO";26030,50
"352965 MESOPOLIS";25951,42
"352970 MIGUELOPOLIS";17612,09
"352980 MINEIROS DO TIETE";8289,81
"352990 MIRACATU";18895,36
"353000 MIRA ESTRELA";9945,66
"353010 MIRANDOPOLIS";11913,29
"353020 MIRANTE DO PARANAPANEMA";10558,32
"353030 MIRASSOL";18713,63
"353040 MIRASSOLANDIA";11691,18
"353050 MOCOCA";16966,09
"353060 MOGI DAS CRUZES";24413,79
"353070 MOGI GUACU";25995,13
"353080 MOGI MIRIM";30415,51
"353090 MOMBUCA";13408,86
"353100 MONCOES";27730,74
"353110 MONGAGUA";9497,76
"353120 MONTE ALEGRE DO SUL";17277,20
"353130 MONTE ALTO";21222,59
"353140 MONTE APRAZIVEL";18290,22
"353150 MONTE AZUL PAULISTA";15837,76
"353160 MONTE CASTELO";14498,88
"353170 MONTEIRO LOBATO";9656,27
"353180 MONTE MOR";39850,38
"353190 MORRO AGUDO";25612,55
"353200 MORUNGABA";28050,52
"353205 MOTUCA";16394,22
"353210 MURUTINGA DO SUL";10455,14
"353215 NANTES";24487,90
"353220 NARANDIBA";36595,74
